닉네임,날짜,내용,종목
에이직랜드몰빵,2025-01-09T11:02:33+09:00,#에이직랜드 함께하자 하이닉스 형들,000660
산타는자,2025-01-09T11:02:09+09:00,왜 안팔려,000660
체리페리,2025-01-09T11:01:38+09:00,용돈벌이..🙇‍♀️,000660
킹사우드,2025-01-09T11:01:07+09:00,조금 먹고 갑니다,000660
캡틴박21,2025-01-09T11:00:48+09:00,젠슨형 어제 욕해서 미안해요,000660
쌩초보왕,2025-01-09T11:00:31+09:00,가자,000660
호두링비,2025-01-09T10:57:42+09:00,끼야,000660
10억부자까지,2025-01-09T10:57:24+09:00,흠 언제 팔까요,000660
한자연,2025-01-09T10:57:17+09:00,홀딩. 205000원 넘어갑니다.,000660
RUGA,2025-01-09T10:55:28+09:00,"작년에 증말 화딱지 났었는데 ㅋㅋ 팔건 안팔건 새로 들어오던 다들 고생하십니다,,

저는 가능하다면 스윙으로 발라먹고싶은데 그런 실력도 안되고 나중에 후회할까봐 전 냅두는 중",000660
루이바5,2025-01-09T10:54:08+09:00,"확실한건 오늘은 양전인데..
애매한~~호재로 애매한 양전으로 종가가 지어질려나

더 뜨거운 호재가 있어야 벽을 넘을 수 있을거같은데",000660
날아라고고고,2025-01-09T10:53:36+09:00,아자!!!,000660
정떵님,2025-01-09T10:53:14+09:00,외인계속들어오는데 왜파는거임..? 그냥 차익실현하는건가…,000660
월스트리트햄스터,2025-01-09T10:52:12+09:00,https://m.blog.naver.com/sierrajuliet-/223719701070,000660
30대후반시작,2025-01-09T10:52:00+09:00,주식한지 얼마 안되었지만 11시도 안되었는데 이렇게 강하게 들어오는 건 첨 봤네요. 우리가 모르는 뭔 정보가 있나???,000660
키츠네콩콩,2025-01-09T10:51:16+09:00,205000전액매도 걸었으요 사주세요 외국인!!,000660
매디컬,2025-01-09T10:50:39+09:00,국장이니까,000660
꽃뉴지,2025-01-09T10:48:38+09:00,"파..팔고싶었... 껄껄이 싫은데ㅠㅠㅠㅠ
계속 이것만 생각날것같아!!!

이러면 팔아야되는거죠?ㅋㅋ",000660
파이어족핑,2025-01-09T10:48:22+09:00,"26년은 영업이익 2배 가까이 예상되고 PER도 6인데
왜 단타로 접근하시는지








나중에 얻어맞으면 정신차릴까요?
그럴지도 모르지만...
이러면 다 죽습니다.
동학개미가 되어 세계 1등기업 지킵시다.",000660
블랙아이터틀,2025-01-09T10:48:11+09:00,하이닉스다..,000660
도롱롱롱롱,2025-01-09T10:47:14+09:00,"오늘 어디까지 오를거라구 예상하시나요
오늘 팔어버리고 싶은디",000660
예금보다더벌자,2025-01-09T10:45:28+09:00,후회~ 하고있어요~,000660
몽실e,2025-01-09T10:41:22+09:00,잘못판듯,000660
사당동방시혁,2025-01-09T10:40:41+09:00,잘 판건지 모르겠다,000660
친환경남자,2025-01-09T10:38:49+09:00,"하이닉스 4분기 예상 순익 8조

사상최초 삼성전자 전체순이익6.5조를 제낀 첫 분기",000660
ahahahrin,2025-01-09T10:38:18+09:00,"2030에 매도했습니다
1주 남기고!
17-18오면 재입성할게요~",000660
천재혜,2025-01-09T10:37:11+09:00,오늘도 감사 ㅋㅋ,000660
말하는곰,2025-01-09T10:37:05+09:00,아,000660
하나님마음,2025-01-09T10:36:48+09:00,여태 길게 바도 삼성보단 확실히 하닉이 좋은건 팩트네,000660
환희에사고공포에팔아라,2025-01-09T10:36:24+09:00,삼전 버리고 하이닉스 갈아타길 잘했네요 ㅋㅋ,000660
한자연,2025-01-09T10:35:51+09:00,홀딩하면 더 오릅니다.,000660
도와주세요여기사람있어요,2025-01-09T10:33:10+09:00,"나의 소중한 4주짜리 주식
그거 알아? 4주지만 평단 7만원대지롱~~~🫶🏻🩷",000660
쓰례기국장안하겠습니다,2025-01-09T10:32:58+09:00,좀만 먹고갈게유.. 하닉 화이팅,000660
뉴례라,2025-01-09T10:30:51+09:00,"https://m.yna.co.kr/view/AKR20250109020451071

아님 닉스도 수출통제 영향으로 안좋은 거임??",000660
대추나무사람걸렸네,2025-01-09T10:30:31+09:00,줄먹...,000660
양봉업자가되고시퍼,2025-01-09T10:28:53+09:00,"205에서 용으로 승천이냐 뱀으로 전락하냐,,",000660
30대후반시작,2025-01-09T10:28:09+09:00,종목정보랑 자세히 보기랑 기관 거래량이 오차가 있는데?? 마이너스 9천정도지만,000660
조용히하고,2025-01-09T10:25:48+09:00,잘한건가요.? 수금될때마다.,000660
토피아u,2025-01-09T10:24:20+09:00,치킨 2마리 냠냠,000660
정잰킼,2025-01-09T10:24:08+09:00,개미털기라 해짜노,000660
밧줄가즈아,2025-01-09T10:24:00+09:00,쭉쭉 드가야지 아직도 싸,000660
해피스디,2025-01-09T10:22:42+09:00,추억이 새록새록,000660
파이아아아악이또한지나가리,2025-01-09T10:21:42+09:00,뚫어부러,000660
서울역주식거지,2025-01-09T10:19:50+09:00,몇백주 몇천주씩 사는 사람들 너무 부럽다...,000660
서울역주식거지,2025-01-09T10:19:09+09:00,"하.. 22만일때 물려서 물타서 19만 6천 만들고 19만 되자마자 손절 했는 데... 좀만 버텼으면 200만원 이득인데... 그래도 5만원 벌었으니 됐다...
나중에 또 떨어지면 사야지...",000660
수익좀내자1,2025-01-09T10:19:04+09:00,후후 어제 파니 더 날아가는구나 ㅋㅋㅋ 그래도 벌었으니 만족,000660
피삐빕,2025-01-09T10:18:05+09:00,와 더 살걸....,000660
날아라고고고,2025-01-09T10:16:52+09:00,화이팅!!!간다 간다 올라간다 쭉~~~~!!!,000660
먹어보자투자맨,2025-01-09T10:16:32+09:00,국장은 좋네요 미장이 문제임,000660
붕오싸만쿠,2025-01-09T10:16:31+09:00,벽쳐놓고 매집하네 ㅋㅋㅋ,000660
통탕이,2025-01-09T10:15:39+09:00,오늘까지 19퍼 상승.. 1200만원이나 먹여주네 이걸,000660
천만원이라도,2025-01-09T10:15:38+09:00,더 오른다,000660
엄사리이,2025-01-09T10:13:01+09:00,내가 팔면 올라가ㅠ 대박이네,000660
외화버는애국자,2025-01-09T10:12:48+09:00,좀 비켜봐 아오 ㅋ,000660
채땡보,2025-01-09T10:12:26+09:00,미쳣다,000660
투자의세계,2025-01-09T10:12:21+09:00,진짜 맛있겠다,000660
최강창,2025-01-09T10:12:09+09:00,ㅎㅎ,000660
MINDFOCUS,2025-01-09T10:11:45+09:00,실적발표 언제인가요??,000660
빨랑튀지마,2025-01-09T10:11:43+09:00,"한때 주주였는지라 애증의 닉스ㅋㅋ

익절은 했으나...참 만감이 교차하네요.

25닉스 가십시다",000660
슬라이,2025-01-09T10:11:25+09:00,코쟁이들 계속 들어오는게 7%~8%갈거같은데 좀 버텨봐,000660
파이아아아악이또한지나가리,2025-01-09T10:10:28+09:00,차트예뽀,000660
수달달링,2025-01-09T10:10:18+09:00,다들 올해안에 얼마까지 오를거라고 보세요?,000660
밤바마만밤,2025-01-09T10:09:50+09:00,대 하 이 닉 스,000660
조증주식러,2025-01-09T10:09:45+09:00,뿡,000660
밧데리는홍진영,2025-01-09T10:08:41+09:00,하이닉스 타이밍매매 기가막히게하신분 진짜 몇명안되실듯..16닉스 20만매도닉스 가능한사람 있긴있나,000660
승리의V,2025-01-09T10:08:23+09:00,가는구나 아으 지겨웠다~,000660
개미319,2025-01-09T10:08:15+09:00,주린이입니다,000660
맞춤법틀리는멍청이보면짖는개,2025-01-09T10:08:09+09:00,이번엔 크게 갈게요 다시 내려와요,000660
아크마호,2025-01-09T10:08:02+09:00,하나만 팔길 잘했따..ㄷㄷ..,000660
에너지넘치게,2025-01-09T10:07:44+09:00,오,000660
끼리낄,2025-01-09T10:07:36+09:00,역시 이럴줄 알았어 존버~!,000660
테니스나달,2025-01-09T10:07:35+09:00,팔리네;;;안팔릴줄알았어요,000660
03e,2025-01-09T10:07:24+09:00,그러므로 20만원은 다시 오지 않을 저점이니 외인과 기관은 포푹 매수에 나서도록ㅋ,000660
입쉥로랑,2025-01-09T10:07:01+09:00,미주에서 국장 넘어오나,000660
딱상가주아,2025-01-09T10:04:25+09:00,잘먹고갑니다 ㅎㅎ,000660
승리의V,2025-01-09T10:04:03+09:00,지겨워서 나갈까 싶을때 그때를 잘 참으면 올라주곤했는데 내가 지금 딱 그래.,000660
FeelsGoodman,2025-01-09T10:01:46+09:00,분할 익절,000660
끼리낄,2025-01-09T09:59:49+09:00,"방금 2,413개 사신분..와우",000660
화나머니,2025-01-09T09:58:24+09:00,오 20뚫엇네 ㅊㅊㅊ,000660
MINDFOCUS,2025-01-09T09:57:12+09:00,"국장 오랜만에 왔는데, 실적발표일이 언제고
실적발표시 주가 영향 줬나요?
하이닉스는??",000660
배당바라기웅,2025-01-09T09:54:49+09:00,오늘 20만5처넌가지가것내,000660
김치전사,2025-01-09T09:53:11+09:00,익절하구 떨어지면 또올게유 내사랑 닉스♡,000660
배당바라기웅,2025-01-09T09:53:00+09:00,한잔해 양자 거품이 빠지고 바닥이던 반도체 상승구간이야,000660
근본주의자,2025-01-09T09:52:08+09:00,저놈들 패턴 보면 진짜 하루살이가 따로 없음 돈이 많을 뿐. 큰돈은 엉덩이 무거운 놈들이 번다,000660
월루중인루팡,2025-01-09T09:48:58+09:00,아몰랑 드가자~,000660
교뉴재,2025-01-09T09:48:33+09:00,왜 파는거지?? 다들 급전이 필요하나 다음주되면 더 오를텐데,000660
우마무스,2025-01-09T09:48:15+09:00,한국의 대세는 하이닉스임,000660
안전0제일,2025-01-09T09:47:47+09:00,돈돈돈,000660
루로라로아,2025-01-09T09:47:03+09:00,전 여기까지,000660
서현진,2025-01-09T09:44:46+09:00,"500 단위 짤짤이는
들어가기 많이 무서워서
일단 관망.
확실한건
206000 벽 뚫으면
전고점 24층 까지 뿌실거라능거",000660
주호햄,2025-01-09T09:44:23+09:00,쏠쏠하네요 다들 성투하세요,000660
월루가됩시다,2025-01-09T09:43:33+09:00,잠깐 나갔다 옴,000660
먹고놀자,2025-01-09T09:43:03+09:00,#SK하이닉스,000660
구라핑,2025-01-09T09:42:45+09:00,20만 5천에 매도벽 뭐임 ㅋㅋㅋㅋㅋ,000660
승리의V,2025-01-09T09:41:15+09:00,양놈들아 장난 그만하고 좀 갑시다~,000660
정상화드가자,2025-01-09T09:41:11+09:00,20만 닉스 어서오고~,000660
쌈뽕한판다,2025-01-09T09:38:42+09:00,줄 때 먹자,000660
퓨방어,2025-01-09T09:36:38+09:00,하닉이 많이 올라서 기뷴이 좋네요,000660
세력금지구역,2025-01-09T09:36:36+09:00,여기공매도하기좋나요.,000660
나는공쥬,2025-01-09T09:34:48+09:00,감사함니다,000660
법인계좌로투자,2025-01-09T09:33:24+09:00,반도체와 문화 수출국,000660
밧줄가즈아,2025-01-09T09:33:01+09:00,좀만 더 털려봐,000660
끼리낄,2025-01-09T09:30:50+09:00,오후에 최고점 넘을듯!,000660
30대후반시작,2025-01-09T09:30:42+09:00,와~ 개미들 많이 던지는 구나 기관참여 전인데 흥미진진하네,000660
딸랑마미,2025-01-09T09:30:25+09:00,제발 탈출좀 하자,000660
뚜쓔쀼,2025-01-09T09:28:28+09:00,매도 그만!!!! 난 이 국장을 해봤어요!!,000660
생각나면차트보기,2025-01-09T09:27:14+09:00,국장은 줄먹입니다~,000660
조개구이사먹을돈,2025-01-09T09:27:12+09:00,드디어 왔다 20층 ㅠㅠ,000660
히히히히힝힝,2025-01-09T09:26:54+09:00,어제 술깨니까 한주 왜팔려있지,000660
왈왈추종자,2025-01-09T09:26:51+09:00,.,000660
아라간자,2025-01-09T09:26:30+09:00,궁댕이가 무거워야 돈법니다~,000660
승리의V,2025-01-09T09:26:13+09:00,202000 매집 빡세게하네 ㅋㅋㅋ 외인들아 가보자~,000660
흔해빠진주린이,2025-01-09T09:23:06+09:00,이쯤되면 최태원도 가죽 잠바 입으시고 한번,000660
황금날개타자,2025-01-09T09:22:21+09:00,"어제 아침에 쫄보라 400주 바로 팔고 다시
오후에 들어왔는데 다행이다 ㅋㅋ",000660
헐크아빠,2025-01-09T09:22:01+09:00,"저번주에 예상한대로
20만원저항대
뚫으니 본격적으로
자세를바꾸네
이제 서서히 불을 지피는 걸로봐서는
우리가 모르는
이번 미국전시회에서
황씨아저씨랑
긍정적 이야기가
있었던 듯",000660
뷰웅태,2025-01-09T09:20:51+09:00,정신적피해보상금 청구 1,000660
특징주알리미,2025-01-09T09:20:43+09:00,"SK하이닉스 소식을 가져왔어요.

최태원 SK그룹 회장이 젠슨 황 엔비디아 최고경영자(CEO)와의 회담을 통해 고대역폭메모리(HBM) 개발과 관련한 긍정적인 전망을 내놓은 영향으로 SK하이닉스가 장 초반 강세다.

👇 토스증권에서 기사 보기


앞으로 의 주가는?",000660
반클립,2025-01-09T09:18:25+09:00,"후.. 이때 내 손구락을
부러뜨려야 했다.

재 진입각 보는 중",000660
몽실e,2025-01-09T09:17:40+09:00,"코쟁이들 약 했노

개사네",000660
Asd0123,2025-01-09T09:17:12+09:00,ㅋㅋㅋㅋㅋ 많이 올려줘라~,000660
곰돌이우,2025-01-09T09:16:46+09:00,축하드립니다. 형님들!,000660
나현우,2025-01-09T09:15:58+09:00,이렇게 됬어요,000660
돌던져라,2025-01-09T09:15:45+09:00,외국인이야 오늘 미국 휴장일이라 오늘 내일 들어 왔다가 먹튀하겠죠,000660
가르앗,2025-01-09T09:15:35+09:00,우와ㅏㅏㅏ,000660
우치취,2025-01-09T09:14:56+09:00,굿,000660
석배햄,2025-01-09T09:14:46+09:00,추미예,000660
30대후반시작,2025-01-09T09:14:03+09:00,아니? 외인들 매수해도 초반에 너무 많이 매수하네?,000660
천재혜,2025-01-09T09:13:58+09:00,어제 100주 샀는데 감사하네요 ㅋㅋ 밥값 가즈아,000660
전용준caster,2025-01-09T09:13:21+09:00,하이닉스 좋은 회사인걸 알지만 국장에 너무 대여서 선뜻 들어가기 어렵네 ㅠ ...,000660
애쓰던마틴,2025-01-09T09:12:13+09:00,"CES 2025에서 만났네요.

하이닉스는 삼전 반도체 부문 순익 넘겼다 들었고, 호재가 여럿 있군요",000660
예금보다더벌자,2025-01-09T09:12:05+09:00,뭔일이래,000660
초쵸쵸리,2025-01-09T09:11:53+09:00,ㅜㅜ,000660
성투파이팅,2025-01-09T09:11:31+09:00,외인 매수 가즈아,000660
추드루,2025-01-09T09:11:24+09:00,또줄때 먹자,000660
슈슈슈슈슝올라,2025-01-09T09:11:18+09:00,감쟈도리함다,000660
돌던져라,2025-01-09T09:10:46+09:00,"외국인이야 언제든 썰물처럼~
오늘은 미국 휴장일",000660
불타는만두장,2025-01-09T09:10:46+09:00,음 오늘의 고점이 내일에 저점 느낌으로 정찰투입,000660
횡단보도그사람,2025-01-09T09:10:25+09:00,진짜 웃음벨이내,000660
아기가나디,2025-01-09T09:09:26+09:00,감히 신을 의심해? ㅋㅋㅋ🫶🏻,000660
쿨쿨쿨자,2025-01-09T09:08:41+09:00,무쳤다,000660
DOGE코인,2025-01-09T09:07:56+09:00,전고점 향해서 가자!!,000660
하루에십만원,2025-01-09T09:06:58+09:00,21만 가겟네 오늘,000660
우옹애,2025-01-09T09:06:27+09:00,존 나 퍼 주 자,000660
노크합시다,2025-01-09T09:05:51+09:00,"와 혹시 몰라서 샀는데 ㅋㅋㅋㅋㅋㅋ
사랑한다 하이닉스야",000660
밧줄가즈아,2025-01-09T09:05:37+09:00,오후에 보장,000660
꼬마고등어,2025-01-09T09:05:28+09:00,20만 넘어가기만하면 꼬라박네,000660
수익좀내자1,2025-01-09T09:05:24+09:00,얼마 전 하루에 10프로 가까이 오른게 진짜 대단한거네 ㅋㅋ,000660
퇴근원해요,2025-01-09T09:05:06+09:00,사랑해 닉스야,000660
서현진,2025-01-09T09:04:47+09:00,"짤짤이 단타가 답이네요.
목표 짤짤이 잘먹고 갑니다.
닉스는 갭 초반러쉬 먹튀가 답.
5천원 조정 들어가면
또 분할매수 짤짤이 올게요♡♡",000660
매덩씨,2025-01-09T09:03:33+09:00,ㅎㅎㅎㅎㅎ,000660
주식왕침팬지,2025-01-09T09:03:16+09:00,신,000660
주린이삼사,2025-01-09T09:02:53+09:00,26 가즈아!!!!,000660
주식이답이당,2025-01-09T09:02:51+09:00,오늘 10프로만 가자.,000660
조용히하고,2025-01-09T09:02:47+09:00,ㄱㄱ,000660
매덩씨,2025-01-09T09:02:31+09:00,가쟈가쟈가자구..!!!!,000660
Rss01,2025-01-09T09:01:45+09:00,오늘 날인갑다,000660
삼성매앤앵,2025-01-09T09:01:38+09:00,와우,000660
해외가고싶다,2025-01-09T09:01:14+09:00,20부턴 500씩 움직이네,000660
밧줄가즈아,2025-01-09T09:00:46+09:00,25가자,000660
성투파이팅,2025-01-09T09:00:00+09:00,와 이말올 ㅋㅋㅋ,000660
밧줄가즈아,2025-01-09T08:59:53+09:00,존버 승리,000660
특개미,2025-01-09T08:59:45+09:00,ㅋㅋㅋㅋㅋ 드가자 !!!!!!!,000660
Ch헌,2025-01-09T08:59:40+09:00,와 시작가 20찍고 시작하네,000660
장투황태자,2025-01-09T08:55:16+09:00,닉스 주주님들 오늘도 화이팅 입니다.,000660
특개미,2025-01-09T08:53:01+09:00,25까지는 묵혀야죠 드가자 쌈뽕허게 떡상 가즈아,000660
서현진,2025-01-09T08:51:59+09:00,"어제는 삼성
오늘은 젠슨황 만난 하이닉스
둘 다 주주로서 행복하다.
가자 가자.",000660
반도체는신,2025-01-09T08:46:46+09:00,난 믿고있어요 절 대 안 팔 아,000660
나를넘는다,2025-01-09T08:31:18+09:00,자 하이닉스 열차 다시 출발합니다~~~~~,000660
왕발이파파,2025-01-09T08:09:12+09:00,"최고의 찬사네요. (beyond expectation)

조금전 최태원 회장이 젠슨 황 만나서
HBM 과 피지컬 ai (이번 pt 주제)
의견 나눴다고 합니다.

추가로,

이번 RTX50,삼성전자가 초도 공급 한다네요.

하이닉스, 삼성전자 모두에게 좋은 소식.
젠슨 황이 대한민국 기업을 신뢰하네요.

아 근데!!!

저 오늘 잠 못잤어요 ㅠ

젠슨황이 양자컴퓨터 실용화 30년 발언이후,
장중 50% 하락 (종가 45%) 되었습니다.

한국은 좋아하는 젠슨 황.
한국 개미들이 많이 투자하는 양자주는
왜 쓸데없는 말을 해가지고 ㅠㅠ
(디웨이브 컴퓨터 CEO는 오늘 바로 반박)

아무튼...

젠슨 황이 인물은 인물이네요.",000660
