닉네임,날짜,내용
내이름은고난힘들죠,2025-01-07T16:07:14+09:00,하청업체는 원래 원청한테 빌빌기면서 사는거임.
우우파,2025-01-07T16:03:18+09:00,항상줬다 뺐누
젭알고,2025-01-07T16:02:15+09:00,78640원 올까? ㅋ
2060122,2025-01-07T16:00:33+09:00,그냥 반덜고 편하게 기다릴게..
나는신신,2025-01-07T15:53:11+09:00,줄때먹자
호슈려,2025-01-07T15:51:46+09:00,"이번 s25 시리즈 메모리 마이크론꺼 쓴다고함.

오늘 젠슨황 연설에서 엔비디아도 삼전 손절하고 마이크론꺼씀ㅋㅋㅋ"
따자뵤,2025-01-07T15:51:40+09:00,오빠 아직 아니야 멈추지마 더 달려줘~~
성불구,2025-01-07T15:50:56+09:00,야 이재용이 나오라해
주식대식구,2025-01-07T15:49:38+09:00,메모리 3등개씨레기기업
깍아오,2025-01-07T15:41:25+09:00,삼전은 줄때 먹어야 한다
일억배,2025-01-07T15:40:44+09:00,삼성은 6만을 뚫기 위해서는 4만대에서 6개월 이상 힘을 축적해야 한다.
영끌하지말것,2025-01-07T15:35:41+09:00,대한민국 1등기업 수준 ㅋㅋ
진고물수집가,2025-01-07T15:30:58+09:00,"2월말까지 파동 그리고 58000원 중후반대 찍으면서 120일선 맞고 떨어질듯
제대로 불경기 시작되는거같다. 하이닉스도 현실부정단계에서 고점 찍은 느낌....
56700원에 뒤 안보고 튄게 올해들어 최고 잘한 일이다."
푸르른른,2025-01-07T15:28:57+09:00,내일 실적발표 장전임 장후임??
주주핏,2025-01-07T15:28:56+09:00,아 시드 썩히기 아까워서 뺄라는데 왜 안팔아지나요
긁혔다면니잘못,2025-01-07T15:27:45+09:00,원래는 삼전꺼 가장 많이 썼는데 이젠 마이크론 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
총일자,2025-01-07T15:27:23+09:00,용케 고점에 팔았다
그라소,2025-01-07T15:26:01+09:00,도대체 개미들이 얼마나 매도를 하길래 못가니?
한번만가자쫌,2025-01-07T15:25:30+09:00,차트보니 쉽게 안올릴생각인듯 ..
보일러댁에아버님놔드려야겠어,2025-01-07T15:25:28+09:00,삼성 또이라노
급등주하지마뚱이야,2025-01-07T15:20:03+09:00,6만간다고 햇잖아요….😢😢😢😢
아무거나규탄한다이것저것보장하,2025-01-07T15:20:01+09:00,"내일은 위험리스크가 더크다고 판단 하차합니다. .

우리. . 더 좋은 자리에서 만나요. .

꼭 다시돌아올게~"
명인이,2025-01-07T15:19:52+09:00,아침에 못본사이 올랐다 떨어졌네 ...ㅠ
먹자응,2025-01-07T15:19:50+09:00,에라이
라이온퀸,2025-01-07T15:19:35+09:00,진짜 욕나오네 이거 ㅡㅡ
알리쩡,2025-01-07T15:15:49+09:00,6.5층언제 탈출하나 ㅠㅠ
즐거운감자,2025-01-07T15:14:39+09:00,8층 있으신가요 ㅠㅠ
김곰식,2025-01-07T15:11:48+09:00,나가길 잘한 듯..
한반도의맥,2025-01-07T15:10:18+09:00,"외인들 물량 더 안던지고 보합권 유지시키는거 보니, 내일 실적 나쁘지않나보네..쩝"
폴리73,2025-01-07T15:06:50+09:00,일단 내일 실적발표나오면 더 빠질거 같군요.. 매수타임 잘잡읍시당.
김촛대,2025-01-07T15:05:56+09:00,"거 너무 심한거 아니요??...

그래서 언제쯤 갈건데요??~~"
탐욕스님,2025-01-07T15:05:31+09:00,답답한주식일세
너가뭐래도난간다,2025-01-07T15:02:18+09:00,ㅋㅋ
러블리소울,2025-01-07T15:01:26+09:00,56000원에 주차 하자 오늘 수고 하셧습니다
삼성전자주주주주,2025-01-07T15:01:03+09:00,"삼성도 공급할것 같습니다

내일 컨콜 보면 알겠지만"
하깨미,2025-01-07T15:00:13+09:00,역시 국내 1위 기업의 귀소본능
2060122,2025-01-07T14:58:44+09:00,아 내일이 너무 무섭다
강갱갱갱,2025-01-07T14:54:10+09:00,추매
0형0,2025-01-07T14:50:36+09:00,"땅을 뚫고들어가네;;;
56900 에사서 이 무슨 경우냐ㅠㅠ"
뉸누냔냥,2025-01-07T14:49:03+09:00,아오 잘팔았다
진정한호구,2025-01-07T14:49:03+09:00,무서워서 탈출했어요
태권도관장,2025-01-07T14:47:33+09:00,내일 실적 안좋을거 같은데도 불구하고 거래량 많은 이유가 있나요?
한대맞았다,2025-01-07T14:47:17+09:00,"ㅋㅋㅋ 국장은 진짜 어나더 레벨이다
하지만 이 좋은 개미지옥을 없애지는 못할거라 생각한다
언젠가는 수급이 돌면 국장도 떡상 할거라 생각함"
유랑개미,2025-01-07T14:47:00+09:00,"실적 컨센만큼만 나와라~

미달이면 추가매수 보류 관망"
애쓰던마틴,2025-01-07T14:43:57+09:00,"투자의 의의
1. 로봇 시장 진출 가속화: 삼성전자는 반도체와 스마트폰 등 기존 사업 외에 새로운 성장 동력을 모색 중. 로봇 기술은 4차 산업혁명 시대의 핵심 분야로 주목받고 있으며, 레인보우 로보틱스 투자는 로봇 산업 진출을 가속화하려는 전략으로 해석.
2. 협동 로봇 시장 선점: 레인보우 로보틱스는 협동 로봇(인간과 함께 작업할 수 있는 로봇) 분야에서 두각. 협동 로봇은 제조, 물류, 의료 등 다양한 산업에 적용 가능하며, 시장 성장 잠재력이 매우 높음. 삼성전자는 레인보우 로보틱스의 기술력과 시장 경험을 바탕으로 협동 로봇 시장을 선점하려는 의도.
3. 하드웨어-소프트웨어 통합 생태계 구축: 삼성전자는 반도체, 디스플레이, IoT 등 다양한 하드웨어 기술을 보유하고 있어, 레인보우 로보틱스의 로봇 기술과 결합하여 하드웨어-소프트웨어 통합 생태계를 구축할 수 있음. 이는 향후 스마트 팩토리, 스마트 홈 등 다양한 스마트 솔루션 시장에서 경쟁 우위를 제공할 수 있음.

삼성전자가 투자한 레인보우 로보틱스 외에 미국 유망한 로보틱스
인튜이티브 서지컬(ISRG), 서브 로보틱스(SERV), 리치텍 로보틱스(RR), 테다라인(TER), 아이로봇(IRBT), 마이크로 메디컬(MBOT), 노티커스 로보틱스(KITT), 코그넥스(CGNX), 아브 로보틱스(ARBE)에

더 많은 글은 블로그에"
삼전힘들다,2025-01-07T14:41:55+09:00,이재용 정신 차려라 짜증난다
익스트림구름,2025-01-07T14:41:26+09:00,쿠로미도 갤럭시폰 씁니다
사이사24,2025-01-07T14:36:55+09:00,"실적이든 뭐든 어차피 자기들장난으로 기사내고말고하는거고
55000대밑에서공매도 많이쳐놔서 장난질 치는것 같은데 몇달만 버티면 공메도친 외인들 허드슨강가거나 손절치겠는데?"
가격파괴,2025-01-07T14:35:42+09:00,재용이형 이거 너무한거 아뇨!
루아벨,2025-01-07T14:35:26+09:00,"코스피2500선을 단기고점으로 보고
2420아래부터 분할매수"
지옥신하데스,2025-01-07T14:34:35+09:00,쭉 치고 올라갈 가능성이 안비노...
배도루,2025-01-07T14:33:58+09:00,5만대가 쭈욱 오래대면 6만대 접어들었을때 6만에물린사람들 다.팔아제낌 그래서 현구조상 6만을.넘어갈수가없.. 5만 6만을 와따가따 여러번했어야했다..
왕웅잉,2025-01-07T14:28:22+09:00,그렇게 털어서 웬만한 개인들 털리겠나 빠질거면 그냥 훅 빠져라 추매나하게
수익수익아자,2025-01-07T14:26:37+09:00,갈꺼니까아~
마소대주주,2025-01-07T14:24:17+09:00,"삼성전자와 LG전자 행사는 여전히 인기 있습니다.

그러나 예전처럼 호기심과 흥분감이 느껴지는 분위기라기보다는 지나치기 힘든 존재감에 가깝습니다.

TCL과 하이센스는 펜데믹 이전에 비해 인기가 급격하게 떨어졌습니다.

미국에서의 성적은 너무 좋지만, 미디어는 더 이상 TV 기술에 관심이 없어 보입니다."
칭빙방붕,2025-01-07T14:24:01+09:00,ㅎㅇ
지한아비,2025-01-07T14:20:52+09:00,그라믄 안돼 자꾸 ㅁㅣㅊ놈처럼 왔다갔다 하믄 안돼
두코비치,2025-01-07T14:20:08+09:00,"주주는 아니지만 이번 s25 메모리 칩도 2차 공급자로 밀리고, 칩셋도 엑시노스가 현실적으로 불가하여 초반 수량 스냅드래곤이네요 ㅠ"
구라쟈냐,2025-01-07T14:20:01+09:00,"믿습니다 삼전
60000 가자"
oOmOo,2025-01-07T14:19:31+09:00,"단타 잘 안하는데 시국이..
다들 성투 하세용"
야잇흣,2025-01-07T14:17:37+09:00,ㅋㅋㅋ 이건뭐
흐느그흐즈므르,2025-01-07T14:17:25+09:00,다들 몇층인가요?
도시천사,2025-01-07T14:16:43+09:00,장 열리지마지 3프로 퍼올리길래 오늘 사고 치는줄 ㅎ 하지만 역시나 박스권…개인 빤스런하고 외국인 팔아제끼는데 안내리면 그게 이상하지…
갖구와,2025-01-07T14:16:04+09:00,영원한건!! 절대없쒀!!XD
비밀창고,2025-01-07T14:11:45+09:00,난70000 에물려있는데 더물따기도 못하겠고
구름이꽁냐앙,2025-01-07T14:10:36+09:00,열심히 올리고 왜내려와ㅠㅠ 호재밖에 없는데!
또또맘haha,2025-01-07T14:09:05+09:00,오전에 좋더니 ㅠㅠㅠㅠㅠ
초보쥬린봉,2025-01-07T14:08:15+09:00,오르면단타 #
플랑레이,2025-01-07T14:04:04+09:00,"차량앞면과 뒷면에 운전중에 다른물체와 부딪히면 탱탱볼처럼 튕겨지는 탄력의 물질로 바뀌면서
다른차량이나 사람에게 피해를 주지 않는
사람들이 안심하고. 운전할수있게 만드는 차량을
만들수 있는 기술이 아직은 개발되지 않았겠지?

개발할수 있는 기술이 이미 있더라도
보험사가 타격을 입으니 만들어주지 않켔지?

보험회사의 야바위 게임은 계속되어야 하니까?"
노동자임,2025-01-07T14:04:02+09:00,ㅌㅌ
93년생,2025-01-07T14:03:03+09:00,점점 더 멀어저간다 ~
노태산0303,2025-01-07T14:01:29+09:00,분할
꼬치꼬치,2025-01-07T14:01:20+09:00,썩을외국인들 또 사는척하더니 팔고있네
내것만내려,2025-01-07T13:59:29+09:00,54500에 15주 가지고 있는데 미장으로 갈지 고민되네요.. 어치피 여윳돈이라 잃어도 상관은 없는데 미장은 변동폭이 너무 크지 않나요? 하도 주변 또래들이 국장은 답이 없다고 난리치니 저도 가치관이 흔들리네요
1분토론,2025-01-07T13:57:42+09:00,헉
크리스토퍼논란중,2025-01-07T13:55:02+09:00,좀 잡아가라!!!
약주세요,2025-01-07T13:53:52+09:00,화 남
김하이1,2025-01-07T13:51:23+09:00,^꿈^
삽든쥐,2025-01-07T13:51:04+09:00,단타 싫어서 가만히 둔건데 괜히 찝찝하네
꽃뜌니,2025-01-07T13:50:32+09:00,떨어지면 재진입할게ㅠㅠㅠㅠ4달만에 널떠난다ㅠㅠ
천공과함께템플스테이,2025-01-07T13:49:46+09:00,낚시질 오지네
사슴의심장,2025-01-07T13:49:16+09:00,곧 만나요
이방지,2025-01-07T13:48:14+09:00,나가지마~ 내 평단 올때까지ㅠ
초벅초벅,2025-01-07T13:46:47+09:00,"삼성의 문제는 단타용이 되버리는 것 같다

나도 수익권이고 장투할 생각으로
오르든 내리든 좀 덤덤했는데
이렇게 올랐다 내렸다가 반복되고
다른 미장들은 계속 우상향 하는거에
더 비교되서
점점 장투할 마음이 사라지는게 문제 ㅋㅋ

돈 많으면 삼성에도 넣고 미장도 하고하겠다만
여윳돈이 국장에 다 있으면 국장에서 버티는게 아깝긴하네 결국 수익보더라도
국장 빼고 미장 간다는 말이 일부 이해감"
초투짱,2025-01-07T13:44:42+09:00,민주당이 정권잡으면 금투세 시행함
해주단타4년차,2025-01-07T13:41:45+09:00,에?
담다리아,2025-01-07T13:41:42+09:00,정신차려
푸르른른,2025-01-07T13:41:20+09:00,"환율 오를땐 떨어지고.
내릴때도 떨어지고...
이틀 그거 올띾다고 떨어지고...."
오키토끼요,2025-01-07T13:39:12+09:00,"이걸 음전한다고??
얼탱이가 없네"
포잉냥,2025-01-07T13:38:55+09:00,진짜 너무너무 싫다.
노태산0303,2025-01-07T13:38:19+09:00,"1. 트럼프가 계엄령을 선포했다? 미국 주식 어떻게
될까요?

2. 탄핵만 수차례 하며 불안을 고조 시킨다면 그 나리 주식을 사고 싶을까요?

주린이지만 주식의 가장 큰 악재는
불확실성이라고 배웠습니다.

정치인들 제발 정신 차리면 좋겠네요.
이러다 정말 신용등급 강등되면
정말 암울합니다."
호호호33,2025-01-07T13:35:48+09:00,곧 4분기 실적 나오는데 그거 보고 들어가도 늦지 않습니다..
7777억자산가,2025-01-07T13:33:32+09:00,이걸 음전을 하네 에휴
살전518,2025-01-07T13:29:19+09:00,거의 다 왔나보네. 슬슬 들어갈 준비해야징~
P드래곤,2025-01-07T13:26:19+09:00,"미장으로 넘어갔는데~~~ 그래도 국장에 발가락좀 담아봤는데 ~~
배신때리지마......넌 한국의 대표주쟎아~~"
임진혁,2025-01-07T13:25:23+09:00,"55,800-55,990에서 애무만 하네 올라갈거면 올라기고 내려갈거면 내려가라"
HEROEZ,2025-01-07T13:24:40+09:00,다시오겠습니다
갓카오임,2025-01-07T13:21:53+09:00,그냥도망가시오
쏙쓰린아재,2025-01-07T13:20:44+09:00,"엔비디아, GDDR7 마이크론에서 공급받을 예정(젠슨황 직접 언급)"
쏙쓰린아재,2025-01-07T13:17:37+09:00,삼만전자 갈수도...ces에서 젠슨황 삼전 이야기도 안함
투기꾼서씨,2025-01-07T13:15:55+09:00,징글징글하다
나주주야일들열심히해라,2025-01-07T13:14:11+09:00,볼리는?
란랸라,2025-01-07T13:13:09+09:00,나중에 다시올게요!!
해리방울이,2025-01-07T13:12:52+09:00,헤헷
에코프로에이치앤,2025-01-07T13:11:26+09:00,후달리는데 손절 해요?
보름낮달,2025-01-07T13:11:23+09:00,"5년전 가격이랑 같은거 실화냐
대단하다!"
쪽박찬인생,2025-01-07T13:11:08+09:00,와 씨 진짜
에코프로에이치앤,2025-01-07T13:09:06+09:00,개인님들 팔아요?
나츠메이로하,2025-01-07T13:08:54+09:00,일단 4만 가볼까?ㅋㅋㅋ
우선공개,2025-01-07T13:07:46+09:00,3만전자 때 다시 만나요~
투자대회참가자12766,2025-01-07T13:06:59+09:00,아까 털길 잘했네요.더떨어지면 다시 조금씩 모아야겠어요.
말없는돈키호테,2025-01-07T13:06:57+09:00,"반도체 주식상승에 대한 투자전략은? SK하이닉스와 삼성전자에 대한 분석입니다. #삼성전자 #SK하이닉스

https://m.blog.naver.com/jellysunday/223717214284"
평생부자다,2025-01-07T13:05:40+09:00,너무하다
초연한호랑이,2025-01-07T13:05:38+09:00,바이바이
좋아써영차,2025-01-07T13:05:32+09:00,다시 밥먹고 다시와야지
용우파파,2025-01-07T13:04:49+09:00,아쉽지만 여기까지 ᆢ
보름낮달,2025-01-07T13:03:17+09:00,밥먹고오니까 또 원점이고 ㅋㅋㅋㅋㅋ
하이닉스주린이,2025-01-07T13:02:53+09:00,내일실적발표인가요?
Hi07,2025-01-07T13:01:33+09:00,정부가 환율을
peterleem,2025-01-07T12:58:50+09:00,"4만전자는 곧 옵니다. 그때부터 분할매수 들어갑니다
현재는 풋옵션 매수중 4만전자 와야 외국인 풋옵션 행사 할거에요."
뎨공황이댜돔황챠,2025-01-07T12:56:52+09:00,"(루머) 스위치 2 칩셋을 삼성 5nm 공정으로 찍는다네요? 파운드리 숨통이 좀 트일 거 같습니다

https://www.techpowerup.com/330410/nintendo-switch-2-pcb-leak-reveals-an-nvidia-tegra-t239-chip-optically-shrunk-to-5nm"
츄이닷,2025-01-07T12:56:13+09:00,개잡주 무빙 on
Hi07,2025-01-07T12:55:36+09:00,저녁에 미국 졸트(고용) 보고서가 잘 나오면 환율은?
하힝히,2025-01-07T12:54:33+09:00,또 53층갈려고하나 6만 언제오냐ㅠ
승현아부지,2025-01-07T12:54:20+09:00,삼성 믿는다 너의 저력을 보여줘라 니가 대한민국 1등이잖아
미다스의손절,2025-01-07T12:52:39+09:00,이너피스..
지구마불세계여행,2025-01-07T12:51:23+09:00,담아 !!!
일개인적무림,2025-01-07T12:50:14+09:00,탈출하고 싶어요 변동성 너무 없어요 ㅡㅡ
슨피는신이다,2025-01-07T12:48:53+09:00,한번만 언급해다오....
Hi07,2025-01-07T12:48:24+09:00,도람푸가 관세 이슈 가짜라고 해서 달덱 반등하는 와중에 환율이 계속 내려가는 이유는?
나연주식,2025-01-07T12:48:14+09:00,그냥 서달라고 ㅠㅠ
킴브링,2025-01-07T12:47:45+09:00,"10년전이면 잰슨황은 이재용과 겸상도 못할 수준이였음.
삼전제품 결국 사게 되어있음 ㅉㅉ"
초식동물OO,2025-01-07T12:46:03+09:00,대피하라!!!
루미노서스,2025-01-07T12:45:54+09:00,형들 돔황챠
아끼르미,2025-01-07T12:45:26+09:00,잘좀해봐라 대장동아!
윤3항문,2025-01-07T12:45:10+09:00,ㅈ성멸망 ㅋㅋㅋㅋ
설탕김치,2025-01-07T12:43:25+09:00,동전주 가자!!!
wolff,2025-01-07T12:42:18+09:00,국장 살려
로빈아우디,2025-01-07T12:41:53+09:00,호재!
개미51,2025-01-07T12:41:45+09:00,외인들 생각을 모르겠네
파파몽,2025-01-07T12:41:00+09:00,뭐지..
일개인적무림,2025-01-07T12:40:49+09:00,삼전 언급 가즈아
지구마불세계여행,2025-01-07T12:40:22+09:00,언급했나??
유유송,2025-01-07T12:39:40+09:00,57900인데 탈출하기 힘드네요.😨😨
강남콩콩,2025-01-07T12:39:17+09:00,4만전자 언제가 한번은 갈거같은데
경희엔지니어링,2025-01-07T12:38:52+09:00,풀매수 대기해라
물퍼담어,2025-01-07T12:38:40+09:00,담배1보루
노안이적이다,2025-01-07T12:38:28+09:00,주주는. 아니지만. 너무 힘들다 휴~~~
주린이아니고주어른,2025-01-07T12:37:57+09:00,아. .. 아침에 튈껄 껄 껄 껄
가즈아아아읕,2025-01-07T12:37:47+09:00,6만웡 오지게 안오네 ㅋㅋㅋ
